2701,MAS2697,MAS2697,36
2702,MAS2698,MAS2698,36
2703,MAS2699,MAS2699,36
2704,MAS2700,MAS2700,37
2705,MAS2701,MAS2701,37
2706,MAS2702,MAS2702,37
2707,MAS2703,MAS2703,37
2708,MAS2704,MAS2704,37
2709,MAS2705,MAS2705,37
2710,MAS2706,MAS2706,37
2711,MAS2707,MAS2707,37
2712,MAS2708,MAS2708,37
2713,MAS2709,MAS2709,37
2714,MAS2710,MAS2710,37
2715,MAS2711,MAS2711,37
2716,MAS2712,MAS2712,37
2717,MAS2713,MAS2713,37
2718,MAS2714,MAS2714,37
2719,MAS2715,MAS2715,37
2720,MAS2716,MAS2716,37
2721,MAS2717,MAS2717,38
2722,MAS2718,MAS2718,38
2723,MAS2719,MAS2719,38
2724,MAS2720,MAS2720,38
2725,MAS2721,MAS2721,38
2726,MAS2722,MAS2722,38
2727,MAS2723,MAS2723,38
2728,MAS2724,MAS2724,38
2729,MAS2725,MAS2725,38
2730,MAS2726,MAS2726,38
2731,MAS2727,MAS2727,38
2732,MAS2728,MAS2728,38
2733,MAS2729,MAS2729,38
2734,MAS2730,MAS2730,38
2735,MAS2731,MAS2731,38
2736,MAS2732,MAS2732,38
2737,MAS2733,MAS2733,38
2738,MAS2734,MAS2734,39
2739,MAS2735,MAS2735,39
2740,MAS2736,MAS2736,39
2741,MAS2737,MAS2737,39
2742,MAS2738,MAS2738,39
2743,MAS2739,MAS2739,39
2744,MAS2740,MAS2740,39
2745,MAS2741,MAS2741,39
2746,MAS2742,MAS2742,39
2747,MAS2743,MAS2743,39
2748,MAS2744,MAS2744,39
2749,MAS2745,MAS2745,39
2750,MAS2746,MAS2746,39
2751,MAS2747,MAS2747,39
2752,MAS2748,MAS2748,39
2753,MAS2749,MAS2749,39
2754,MAS2750,MAS2750,39
2755,MAS2751,MAS2751,32
2756,MAS2752,MAS2752,33
2757,MAS2753,MAS2753,34
2758,MAS2754,MAS2754,35
2759,MAS2755,MAS2755,32
2760,MAS2756,MAS2756,33
2761,MAS2757,MAS2757,34
2762,MAS2758,MAS2758,35
2763,MAS2759,MAS2759,32
2764,MAS2760,MAS2760,33
2765,MAS2761,MAS2761,34
2766,MAS2762,MAS2762,35
2767,MAS2763,MAS2763,32
2768,MAS2764,MAS2764,33
2769,MAS2765,MAS2765,34
2770,MAS2766,MAS2766,35
2771,MAS2767,MAS2767,34
2772,MAS2768,MAS2768,34
2773,MAS2769,MAS2769,34
2774,MAS2770,MAS2770,34
2775,MAS2771,MAS2771,34
2776,MAS2772,MAS2772,34
2777,MAS2773,MAS2773,34
2778,MAS2774,MAS2774,34
2779,MAS2775,MAS2775,34
2780,MAS2776,MAS2776,35
2781,MAS2777,MAS2777,35
2782,MAS2778,MAS2778,35
2783,MAS2779,MAS2779,35
2784,MAS2780,MAS2780,35
2785,MAS2781,MAS2781,35
2786,MAS2782,MAS2782,35
2787,MAS2783,MAS2783,35
2788,MAS2784,MAS2784,35
2789,MAS2785,MAS2785,35
2790,MAS2786,MAS2786,35
2791,MAS2787,MAS2787,35
2792,MAS2788,MAS2788,35
2793,MAS2789,MAS2789,35
2794,MAS2790,MAS2790,35
2795,MAS2791,MAS2791,35
2796,MAS2792,MAS2792,35
2797,MAS2793,MAS2793,36
2798,MAS2794,MAS2794,36
2799,MAS2795,MAS2795,36
2800,MAS2796,MAS2796,36
2801,MAS2797,MAS2797,36
2802,MAS2798,MAS2798,36
2803,MAS2799,MAS2799,36
2804,MAS2800,MAS2800,36
2805,MAS2801,MAS2801,36
2806,MAS2802,MAS2802,36
2807,MAS2803,MAS2803,36
2808,MAS2804,MAS2804,36
2809,MAS2805,MAS2805,36
2810,MAS2806,MAS2806,36
2811,MAS2807,MAS2807,36
2812,MAS2808,MAS2808,36
2813,MAS2809,MAS2809,36
2814,MAS2810,MAS2810,37
2815,MAS2811,MAS2811,37
2816,MAS2812,MAS2812,37
2817,MAS2813,MAS2813,37
2818,MAS2814,MAS2814,37
2819,MAS2815,MAS2815,37
2820,MAS2816,MAS2816,37
2821,MAS2817,MAS2817,37
2822,MAS2818,MAS2818,37
2823,MAS2819,MAS2819,37
2824,MAS2820,MAS2820,37
2825,MAS2821,MAS2821,37
2826,MAS2822,MAS2822,37
2827,MAS2823,MAS2823,37
2828,MAS2824,MAS2824,37
2829,MAS2825,MAS2825,37
2830,MAS2826,MAS2826,37
2831,MAS2827,MAS2827,38
2832,MAS2828,MAS2828,38
2833,MAS2829,MAS2829,38
2834,MAS2830,MAS2830,38
2835,MAS2831,MAS2831,38
2836,MAS2832,MAS2832,38
2837,MAS2833,MAS2833,38
2838,MAS2834,MAS2834,38
2839,MAS2835,MAS2835,38
2840,MAS2836,MAS2836,38
2841,MAS2837,MAS2837,38
2842,MAS2838,MAS2838,38
2843,MAS2839,MAS2839,38
2844,MAS2840,MAS2840,38
2845,MAS2841,MAS2841,38
2846,MAS2842,MAS2842,38
2847,MAS2843,MAS2843,38
2848,MAS2844,MAS2844,39
2849,MAS2845,MAS2845,39
2850,MAS2846,MAS2846,39
2851,MAS2847,MAS2847,39
2852,MAS2848,MAS2848,39
2853,MAS2849,MAS2849,39
2854,MAS2850,MAS2850,39
2855,MAS2851,MAS2851,39
2856,MAS2852,MAS2852,39
2857,MAS2853,MAS2853,39
2858,MAS2854,MAS2854,39
2859,MAS2855,MAS2855,39
2860,MAS2856,MAS2856,39
2861,MAS2857,MAS2857,39
2862,MAS2858,MAS2858,39
2863,MAS2859,MAS2859,39
2864,MAS2860,MAS2860,39
2865,MAS2861,MAS2861,32
2866,MAS2862,MAS2862,33
2867,MAS2863,MAS2863,34
2868,MAS2864,MAS2864,35
2869,MAS2865,MAS2865,32
2870,MAS2866,MAS2866,33
2871,MAS2867,MAS2867,34
2872,MAS2868,MAS2868,35
2873,MAS2869,MAS2869,32
2874,MAS2870,MAS2870,33
2875,MAS2871,MAS2871,34
2876,MAS2872,MAS2872,35
2877,MAS2873,MAS2873,32
2878,MAS2874,MAS2874,33
2879,MAS2875,MAS2875,34
2880,MAS2876,MAS2876,35
2881,MAS2877,MAS2877,34
2882,MAS2878,MAS2878,34
2883,MAS2879,MAS2879,34
2884,MAS2880,MAS2880,34
2885,MAS2881,MAS2881,34
2886,MAS2882,MAS2882,34
2887,MAS2883,MAS2883,34
2888,MAS2884,MAS2884,34
2889,MAS2885,MAS2885,34
2890,MAS2886,MAS2886,35
2891,MAS2887,MAS2887,35
2892,MAS2888,MAS2888,35
2893,MAS2889,MAS2889,35
2894,MAS2890,MAS2890,35
