1501,MAS1497,MAS1497,37
1502,MAS1498,MAS1498,37
1503,MAS1499,MAS1499,37
1504,MAS1500,MAS1500,37
1505,MAS1501,MAS1501,37
1506,MAS1502,MAS1502,37
1507,MAS1503,MAS1503,37
1508,MAS1504,MAS1504,37
1509,MAS1505,MAS1505,37
1510,MAS1506,MAS1506,37
1511,MAS1507,MAS1507,38
1512,MAS1508,MAS1508,38
1513,MAS1509,MAS1509,38
1514,MAS1510,MAS1510,38
1515,MAS1511,MAS1511,38
1516,MAS1512,MAS1512,38
1517,MAS1513,MAS1513,38
1518,MAS1514,MAS1514,38
1519,MAS1515,MAS1515,38
1520,MAS1516,MAS1516,38
1521,MAS1517,MAS1517,38
1522,MAS1518,MAS1518,38
1523,MAS1519,MAS1519,38
1524,MAS1520,MAS1520,38
1525,MAS1521,MAS1521,38
1526,MAS1522,MAS1522,38
1527,MAS1523,MAS1523,38
1528,MAS1524,MAS1524,39
1529,MAS1525,MAS1525,39
1530,MAS1526,MAS1526,39
1531,MAS1527,MAS1527,39
1532,MAS1528,MAS1528,39
1533,MAS1529,MAS1529,39
1534,MAS1530,MAS1530,39
1535,MAS1531,MAS1531,39
1536,MAS1532,MAS1532,39
1537,MAS1533,MAS1533,39
1538,MAS1534,MAS1534,39
1539,MAS1535,MAS1535,39
1540,MAS1536,MAS1536,39
1541,MAS1537,MAS1537,39
1542,MAS1538,MAS1538,39
1543,MAS1539,MAS1539,39
1544,MAS1540,MAS1540,39
1545,MAS1541,MAS1541,32
1546,MAS1542,MAS1542,33
1547,MAS1543,MAS1543,34
1548,MAS1544,MAS1544,35
1549,MAS1545,MAS1545,32
1550,MAS1546,MAS1546,33
1551,MAS1547,MAS1547,34
1552,MAS1548,MAS1548,35
1553,MAS1549,MAS1549,32
1554,MAS1550,MAS1550,33
1555,MAS1551,MAS1551,34
1556,MAS1552,MAS1552,35
1557,MAS1553,MAS1553,32
1558,MAS1554,MAS1554,33
1559,MAS1555,MAS1555,34
1560,MAS1556,MAS1556,35
1561,MAS1557,MAS1557,34
1562,MAS1558,MAS1558,34
1563,MAS1559,MAS1559,34
1564,MAS1560,MAS1560,34
1565,MAS1561,MAS1561,34
1566,MAS1562,MAS1562,34
1567,MAS1563,MAS1563,34
1568,MAS1564,MAS1564,34
1569,MAS1565,MAS1565,34
1570,MAS1566,MAS1566,35
1571,MAS1567,MAS1567,35
1572,MAS1568,MAS1568,35
1573,MAS1569,MAS1569,35
1574,MAS1570,MAS1570,35
1575,MAS1571,MAS1571,35
1576,MAS1572,MAS1572,35
1577,MAS1573,MAS1573,35
1578,MAS1574,MAS1574,35
1579,MAS1575,MAS1575,35
1580,MAS1576,MAS1576,35
1581,MAS1577,MAS1577,35
1582,MAS1578,MAS1578,35
1583,MAS1579,MAS1579,35
