2401,MAS2397,MAS2397,38
2402,MAS2398,MAS2398,38
2403,MAS2399,MAS2399,38
2404,MAS2400,MAS2400,38
2405,MAS2401,MAS2401,38
2406,MAS2402,MAS2402,38
2407,MAS2403,MAS2403,38
2408,MAS2404,MAS2404,39
2409,MAS2405,MAS2405,39
2410,MAS2406,MAS2406,39
2411,MAS2407,MAS2407,39
2412,MAS2408,MAS2408,39
2413,MAS2409,MAS2409,39
2414,MAS2410,MAS2410,39
2415,MAS2411,MAS2411,39
2416,MAS2412,MAS2412,39
2417,MAS2413,MAS2413,39
2418,MAS2414,MAS2414,39
2419,MAS2415,MAS2415,39
2420,MAS2416,MAS2416,39
2421,MAS2417,MAS2417,39
2422,MAS2418,MAS2418,39
2423,MAS2419,MAS2419,39
2424,MAS2420,MAS2420,39
2425,MAS2421,MAS2421,32
2426,MAS2422,MAS2422,33
2427,MAS2423,MAS2423,34
2428,MAS2424,MAS2424,35
2429,MAS2425,MAS2425,32
2430,MAS2426,MAS2426,33
2431,MAS2427,MAS2427,34
2432,MAS2428,MAS2428,35
2433,MAS2429,MAS2429,32
2434,MAS2430,MAS2430,33
2435,MAS2431,MAS2431,34
2436,MAS2432,MAS2432,35
2437,MAS2433,MAS2433,32
2438,MAS2434,MAS2434,33
2439,MAS2435,MAS2435,34
2440,MAS2436,MAS2436,35
2441,MAS2437,MAS2437,34
2442,MAS2438,MAS2438,34
2443,MAS2439,MAS2439,34
2444,MAS2440,MAS2440,34
2445,MAS2441,MAS2441,34
2446,MAS2442,MAS2442,34
2447,MAS2443,MAS2443,34
2448,MAS2444,MAS2444,34
2449,MAS2445,MAS2445,34
2450,MAS2446,MAS2446,35
2451,MAS2447,MAS2447,35
2452,MAS2448,MAS2448,35
2453,MAS2449,MAS2449,35
2454,MAS2450,MAS2450,35
2455,MAS2451,MAS2451,35
2456,MAS2452,MAS2452,35
2457,MAS2453,MAS2453,35
2458,MAS2454,MAS2454,35
2459,MAS2455,MAS2455,35
2460,MAS2456,MAS2456,35
2461,MAS2457,MAS2457,35
2462,MAS2458,MAS2458,35
2463,MAS2459,MAS2459,35
2464,MAS2460,MAS2460,35
2465,MAS2461,MAS2461,35
2466,MAS2462,MAS2462,35
2467,MAS2463,MAS2463,36
2468,MAS2464,MAS2464,36
2469,MAS2465,MAS2465,36
2470,MAS2466,MAS2466,36
2471,MAS2467,MAS2467,36
2472,MAS2468,MAS2468,36
2473,MAS2469,MAS2469,36
2474,MAS2470,MAS2470,36
2475,MAS2471,MAS2471,36
2476,MAS2472,MAS2472,36
2477,MAS2473,MAS2473,36
2478,MAS2474,MAS2474,36
2479,MAS2475,MAS2475,36
2480,MAS2476,MAS2476,36
2481,MAS2477,MAS2477,36
2482,MAS2478,MAS2478,36
2483,MAS2479,MAS2479,36
2484,MAS2480,MAS2480,37
2485,MAS2481,MAS2481,37
2486,MAS2482,MAS2482,37
2487,MAS2483,MAS2483,37
2488,MAS2484,MAS2484,37
2489,MAS2485,MAS2485,37
2490,MAS2486,MAS2486,37
2491,MAS2487,MAS2487,37
2492,MAS2488,MAS2488,37
2493,MAS2489,MAS2489,37
2494,MAS2490,MAS2490,37
2495,MAS2491,MAS2491,37
2496,MAS2492,MAS2492,37
2497,MAS2493,MAS2493,37
2498,MAS2494,MAS2494,37
2499,MAS2495,MAS2495,37
2500,MAS2496,MAS2496,37
2501,MAS2497,MAS2497,38
2502,MAS2498,MAS2498,38
2503,MAS2499,MAS2499,38
2504,MAS2500,MAS2500,38
2505,MAS2501,MAS2501,38
2506,MAS2502,MAS2502,38
2507,MAS2503,MAS2503,38
2508,MAS2504,MAS2504,38
2509,MAS2505,MAS2505,38
2510,MAS2506,MAS2506,38
2511,MAS2507,MAS2507,38
2512,MAS2508,MAS2508,38
2513,MAS2509,MAS2509,38
2514,MAS2510,MAS2510,38
2515,MAS2511,MAS2511,38
2516,MAS2512,MAS2512,38
2517,MAS2513,MAS2513,38
2518,MAS2514,MAS2514,39
2519,MAS2515,MAS2515,39
2520,MAS2516,MAS2516,39
2521,MAS2517,MAS2517,39
2522,MAS2518,MAS2518,39
2523,MAS2519,MAS2519,39
2524,MAS2520,MAS2520,39
2525,MAS2521,MAS2521,39
2526,MAS2522,MAS2522,39
2527,MAS2523,MAS2523,39
2528,MAS2524,MAS2524,39
2529,MAS2525,MAS2525,39
2530,MAS2526,MAS2526,39
2531,MAS2527,MAS2527,39
2532,MAS2528,MAS2528,39
2533,MAS2529,MAS2529,39
2534,MAS2530,MAS2530,39
2535,MAS2531,MAS2531,32
2536,MAS2532,MAS2532,33
2537,MAS2533,MAS2533,34
2538,MAS2534,MAS2534,35
2539,MAS2535,MAS2535,32
2540,MAS2536,MAS2536,33
2541,MAS2537,MAS2537,34
2542,MAS2538,MAS2538,35
2543,MAS2539,MAS2539,32
2544,MAS2540,MAS2540,33
2545,MAS2541,MAS2541,34
2546,MAS2542,MAS2542,35
2547,MAS2543,MAS2543,32
2548,MAS2544,MAS2544,33
2549,MAS2545,MAS2545,34
2550,MAS2546,MAS2546,35
2551,MAS2547,MAS2547,34
2552,MAS2548,MAS2548,34
2553,MAS2549,MAS2549,34
2554,MAS2550,MAS2550,34
2555,MAS2551,MAS2551,34
2556,MAS2552,MAS2552,34
2557,MAS2553,MAS2553,34
2558,MAS2554,MAS2554,34
2559,MAS2555,MAS2555,34
2560,MAS2556,MAS2556,35
2561,MAS2557,MAS2557,35
2562,MAS2558,MAS2558,35
2563,MAS2559,MAS2559,35
2564,MAS2560,MAS2560,35
2565,MAS2561,MAS2561,35
2566,MAS2562,MAS2562,35
2567,MAS2563,MAS2563,35
2568,MAS2564,MAS2564,35
2569,MAS2565,MAS2565,35
2570,MAS2566,MAS2566,35
2571,MAS2567,MAS2567,35
2572,MAS2568,MAS2568,35
2573,MAS2569,MAS2569,35
2574,MAS2570,MAS2570,35
2575,MAS2571,MAS2571,35
2576,MAS2572,MAS2572,35
2577,MAS2573,MAS2573,36
2578,MAS2574,MAS2574,36
2579,MAS2575,MAS2575,36
2580,MAS2576,MAS2576,36
2581,MAS2577,MAS2577,36
2582,MAS2578,MAS2578,36
2583,MAS2579,MAS2579,36
2584,MAS2580,MAS2580,36
2585,MAS2581,MAS2581,36
