901,MAS897,MAS897,34
902,MAS898,MAS898,34
903,MAS899,MAS899,34
904,MAS900,MAS900,34
905,MAS901,MAS901,34
906,MAS902,MAS902,34
907,MAS903,MAS903,34
908,MAS904,MAS904,34
909,MAS905,MAS905,34
910,MAS906,MAS906,35
911,MAS907,MAS907,35
912,MAS908,MAS908,35
913,MAS909,MAS909,35
914,MAS910,MAS910,35
915,MAS911,MAS911,35
916,MAS912,MAS912,35
917,MAS913,MAS913,35
918,MAS914,MAS914,35
919,MAS915,MAS915,35
920,MAS916,MAS916,35
921,MAS917,MAS917,35
922,MAS918,MAS918,35
923,MAS919,MAS919,35
924,MAS920,MAS920,35
925,MAS921,MAS921,35
926,MAS922,MAS922,35
927,MAS923,MAS923,36
928,MAS924,MAS924,36
929,MAS925,MAS925,36
930,MAS926,MAS926,36
931,MAS927,MAS927,36
932,MAS928,MAS928,36
933,MAS929,MAS929,36
934,MAS930,MAS930,36
935,MAS931,MAS931,36
936,MAS932,MAS932,36
937,MAS933,MAS933,36
938,MAS934,MAS934,36
939,MAS935,MAS935,36
940,MAS936,MAS936,36
941,MAS937,MAS937,36
942,MAS938,MAS938,36
943,MAS939,MAS939,36
944,MAS940,MAS940,37
945,MAS941,MAS941,37
946,MAS942,MAS942,37
947,MAS943,MAS943,37
948,MAS944,MAS944,37
949,MAS945,MAS945,37
950,MAS946,MAS946,37
951,MAS947,MAS947,37
952,MAS948,MAS948,37
953,MAS949,MAS949,37
954,MAS950,MAS950,37
955,MAS951,MAS951,37
956,MAS952,MAS952,37
957,MAS953,MAS953,37
958,MAS954,MAS954,37
959,MAS955,MAS955,37
960,MAS956,MAS956,37
961,MAS957,MAS957,38
962,MAS958,MAS958,38
963,MAS959,MAS959,38
964,MAS960,MAS960,38
965,MAS961,MAS961,38
966,MAS962,MAS962,38
967,MAS963,MAS963,38
968,MAS964,MAS964,38
969,MAS965,MAS965,38
970,MAS966,MAS966,38
971,MAS967,MAS967,38
972,MAS968,MAS968,38
973,MAS969,MAS969,38
974,MAS970,MAS970,38
975,MAS971,MAS971,38
976,MAS972,MAS972,38
977,MAS973,MAS973,38
978,MAS974,MAS974,39
979,MAS975,MAS975,39
980,MAS976,MAS976,39
981,MAS977,MAS977,39
982,MAS978,MAS978,39
983,MAS979,MAS979,39
984,MAS980,MAS980,39
985,MAS981,MAS981,39
986,MAS982,MAS982,39
987,MAS983,MAS983,39
988,MAS984,MAS984,39
989,MAS985,MAS985,39
990,MAS986,MAS986,39
991,MAS987,MAS987,39
992,MAS988,MAS988,39
993,MAS989,MAS989,39
994,MAS990,MAS990,39
995,MAS991,MAS991,32
996,MAS992,MAS992,33
997,MAS993,MAS993,34
998,MAS994,MAS994,35
999,MAS995,MAS995,32
1000,MAS996,MAS996,33
1001,MAS997,MAS997,34
1002,MAS998,MAS998,35
1003,MAS999,MAS999,32
1004,MAS1000,MAS1000,33
1005,MAS1001,MAS1001,34
1006,MAS1002,MAS1002,35
1007,MAS1003,MAS1003,32
1008,MAS1004,MAS1004,33
1009,MAS1005,MAS1005,34
1010,MAS1006,MAS1006,35
1011,MAS1007,MAS1007,34
1012,MAS1008,MAS1008,34
1013,MAS1009,MAS1009,34
1014,MAS1010,MAS1010,34
1015,MAS1011,MAS1011,34
1016,MAS1012,MAS1012,34
1017,MAS1013,MAS1013,34
1018,MAS1014,MAS1014,34
1019,MAS1015,MAS1015,34
1020,MAS1016,MAS1016,35
1021,MAS1017,MAS1017,35
1022,MAS1018,MAS1018,35
1023,MAS1019,MAS1019,35
1024,MAS1020,MAS1020,35
1025,MAS1021,MAS1021,35
1026,MAS1022,MAS1022,35
1027,MAS1023,MAS1023,35
1028,MAS1024,MAS1024,35
1029,MAS1025,MAS1025,35
1030,MAS1026,MAS1026,35
1031,MAS1027,MAS1027,35
1032,MAS1028,MAS1028,35
1033,MAS1029,MAS1029,35
1034,MAS1030,MAS1030,35
1035,MAS1031,MAS1031,35
1036,MAS1032,MAS1032,35
1037,MAS1033,MAS1033,36
1038,MAS1034,MAS1034,36
1039,MAS1035,MAS1035,36
1040,MAS1036,MAS1036,36
1041,MAS1037,MAS1037,36
1042,MAS1038,MAS1038,36
1043,MAS1039,MAS1039,36
1044,MAS1040,MAS1040,36
1045,MAS1041,MAS1041,36
1046,MAS1042,MAS1042,36
1047,MAS1043,MAS1043,36
1048,MAS1044,MAS1044,36
1049,MAS1045,MAS1045,36
1050,MAS1046,MAS1046,36
1051,MAS1047,MAS1047,36
1052,MAS1048,MAS1048,36
1053,MAS1049,MAS1049,36
1054,MAS1050,MAS1050,37
1055,MAS1051,MAS1051,37
1056,MAS1052,MAS1052,37
1057,MAS1053,MAS1053,37
1058,MAS1054,MAS1054,37
1059,MAS1055,MAS1055,37
1060,MAS1056,MAS1056,37
1061,MAS1057,MAS1057,37
1062,MAS1058,MAS1058,37
1063,MAS1059,MAS1059,37
1064,MAS1060,MAS1060,37
1065,MAS1061,MAS1061,37
1066,MAS1062,MAS1062,37
1067,MAS1063,MAS1063,37
1068,MAS1064,MAS1064,37
1069,MAS1065,MAS1065,37
1070,MAS1066,MAS1066,37
1071,MAS1067,MAS1067,38
1072,MAS1068,MAS1068,38
1073,MAS1069,MAS1069,38
1074,MAS1070,MAS1070,38
1075,MAS1071,MAS1071,38
1076,MAS1072,MAS1072,38
1077,MAS1073,MAS1073,38
1078,MAS1074,MAS1074,38
1079,MAS1075,MAS1075,38
1080,MAS1076,MAS1076,38
1081,MAS1077,MAS1077,38
1082,MAS1078,MAS1078,38
1083,MAS1079,MAS1079,38
1084,MAS1080,MAS1080,38
1085,MAS1081,MAS1081,38
1086,MAS1082,MAS1082,38
1087,MAS1083,MAS1083,38
1088,MAS1084,MAS1084,39
1089,MAS1085,MAS1085,39
1090,MAS1086,MAS1086,39
1091,MAS1087,MAS1087,39
1092,MAS1088,MAS1088,39
1093,MAS1089,MAS1089,39
1094,MAS1090,MAS1090,39
